state,district,month,enrol_0_17,demo_0_17,enrol_total,cis,root_cause
Uttar Pradesh,Mahoba,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Uttar Pradesh,Mahoba,2025-09,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Madhya Pradesh,Maihar,2025-03,0.0,79.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Madhya Pradesh,Maihar,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Madhya Pradesh,Maihar,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Madhya Pradesh,Maihar,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Uttar Pradesh,Mainpuri,2025-03,0.0,1453.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Uttar Pradesh,Mainpuri,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Assam,Majuli,2025-03,0.0,55.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Assam,Majuli,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Assam,Majuli,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Assam,Majuli,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Kerala,Malappuram,2025-03,0.0,1981.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Kerala,Malappuram,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Kerala,Malappuram,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Kerala,Malappuram,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
West Bengal,Malda,2025-03,0.0,2616.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
West Bengal,Malda,2025-05,0.0,1092.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
West Bengal,Malda,2025-07,0.0,788.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
West Bengal,Maldah,2025-03,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
West Bengal,Maldah,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
West Bengal,Maldah,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
West Bengal,Maldah,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
West Bengal,Maldah,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Punjab,Malerkotla,2025-03,0.0,259.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Punjab,Malerkotla,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Punjab,Malerkotla,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Punjab,Malerkotla,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Punjab,Malerkotla,2025-07,0.0,404.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Odisha,Malkangiri,2025-03,0.0,721.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Odisha,Malkangiri,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Odisha,Malkangiri,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Odisha,Malkangiri,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Odisha,Malkangiri,2025-07,0.0,140.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Odisha,Malkangiri,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Mizoram,Mamit,2025-03,0.0,159.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Mizoram,Mamit,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Mizoram,Mamit,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Mizoram,Mamit,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Mizoram,Mamit,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Mizoram,Mammit,2025-03,0.0,13.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Mizoram,Mammit,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Mizoram,Mammit,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Mizoram,Mammit,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Mizoram,Mammit,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Telangana,Mancherial,2025-03,0.0,483.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Telangana,Mancherial,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Telangana,Mancherial,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Telangana,Mancherial,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Telangana,Mancherial,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Himachal Pradesh,Mandi,2025-03,0.0,730.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Himachal Pradesh,Mandi,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Himachal Pradesh,Mandi,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Himachal Pradesh,Mandi,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Himachal Pradesh,Mandi,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Madhya Pradesh,Mandla,2025-03,0.0,1352.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Madhya Pradesh,Mandla,2025-04,0.0,1959.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Madhya Pradesh,Mandla,2025-05,0.0,1514.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Madhya Pradesh,Mandla,2025-06,0.0,1808.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Madhya Pradesh,Mandla,2025-07,0.0,1369.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Madhya Pradesh,Mandsaur,2025-03,0.0,3894.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Madhya Pradesh,Mandsaur,2025-04,0.0,562.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Madhya Pradesh,Mandsaur,2025-05,0.0,1073.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Madhya Pradesh,Mandsaur,2025-06,0.0,254.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Madhya Pradesh,Mandsaur,2025-07,0.0,1386.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Karnataka,Mandya,2025-03,0.0,1103.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Karnataka,Mandya,2025-04,0.0,28.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Karnataka,Mandya,2025-05,0.0,466.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Karnataka,Mandya,2025-06,0.0,500.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Karnataka,Mandya,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Chhattisgarh,ManendragarhChirmiriBharatpur,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Chhattisgarh,ManendragarhChirmiriBharatpur,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Chhattisgarh,ManendragarhChirmiriBharatpur,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Sikkim,Mangan,2025-09,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Sikkim,Mangan,2025-12,0.0,0.0,1.0,0.0,Missing Child Data (Aggregation Error)
Punjab,Mansa,2025-03,0.0,291.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Punjab,Mansa,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Punjab,Mansa,2025-05,0.0,220.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Punjab,Mansa,2025-06,0.0,122.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Punjab,Mansa,2025-07,0.0,236.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Uttar Pradesh,Mathura,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Uttar Pradesh,Mathura,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Uttar Pradesh,Mau,2025-03,0.0,2064.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Uttar Pradesh,Mau,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Uttar Pradesh,Mau,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Uttar Pradesh,Mau,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Uttar Pradesh,Mau,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Madhya Pradesh,Mauganj,2025-03,0.0,48.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Madhya Pradesh,Mauganj,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Madhya Pradesh,Mauganj,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Madhya Pradesh,Mauganj,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Tamil Nadu,Mayiladuthurai,2025-03,0.0,78.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Tamil Nadu,Mayiladuthurai,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Tamil Nadu,Mayiladuthurai,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Tamil Nadu,Mayiladuthurai,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Tamil Nadu,Mayiladuthurai,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Odisha,Mayurbhanj,2025-03,0.0,2569.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Odisha,Mayurbhanj,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Odisha,Mayurbhanj,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Odisha,Mayurbhanj,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Odisha,Mayurbhanj,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Andhra Pradesh,Medak,2025-03,0.0,215.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Telangana,Medak,2025-03,0.0,2501.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Andhra Pradesh,Medak,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Telangana,Medak,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Andhra Pradesh,Medak,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Telangana,Medak,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Andhra Pradesh,Medak,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Telangana,Medak,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Andhra Pradesh,Medak,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Telangana,Medak,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Telangana,Medchal-malkajgiri,2025-03,0.0,2658.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Telangana,Medchal-malkajgiri,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Telangana,Medchal-malkajgiri,2025-06,0.0,716.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Telangana,Medchal-malkajgiri,2025-07,0.0,2035.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Telangana,Medchal?malkajgiri,2025-03,0.0,87.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Telangana,Medchal?malkajgiri,2025-11,0.0,2.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Telangana,Medchal?malkajgiri,2025-12,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Telangana,Medchalâmalkajgiri,2025-12,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Uttar Pradesh,Meerut,2025-03,0.0,2831.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Nagaland,Meluri,2025-12,0.0,2.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Haryana,Mewat,2025-03,0.0,814.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Haryana,Mewat,2025-04,0.0,225.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Haryana,Mewat,2025-06,0.0,431.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Haryana,Mewat,2025-07,0.0,1622.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Uttar Pradesh,Mirzapur,2025-03,0.0,1397.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Uttar Pradesh,Mirzapur,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Uttar Pradesh,Mirzapur,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Uttar Pradesh,Mirzapur,2025-06,0.0,458.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Uttar Pradesh,Mirzapur,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Punjab,Moga,2025-03,0.0,196.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Punjab,Moga,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Punjab,Moga,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Punjab,Moga,2025-06,0.0,150.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Punjab,Moga,2025-07,0.0,296.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Chandigarh,Mohali,2025-09,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Chandigarh,Mohali,2025-10,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Chandigarh,Mohali,2025-11,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Chandigarh,Mohali,2025-12,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,2025-03,0.0,14.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,2025-10,0.0,2.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2025-03,0.0,99.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2025-06,0.0,499.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2025-07,0.0,667.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Nagaland,Mokokchung,2025-03,0.0,38.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Nagaland,Mokokchung,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Nagaland,Mokokchung,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Nagaland,Mokokchung,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Nagaland,Mon,2025-03,0.0,162.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Nagaland,Mon,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Nagaland,Mon,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Uttar Pradesh,Moradabad,2025-03,0.0,2088.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Madhya Pradesh,Morena,2025-03,0.0,2789.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Punjab,Muktsar,2025-03,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Punjab,Muktsar,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Punjab,Muktsar,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Punjab,Muktsar,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Punjab,Muktsar,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Telangana,Mulugu,2025-03,0.0,292.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Telangana,Mulugu,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Telangana,Mulugu,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Telangana,Mulugu,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Telangana,Mulugu,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Maharashtra,Mumbai,2025-03,0.0,1278.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Maharashtra,Mumbai,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Maharashtra,Mumbai,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Maharashtra,Mumbai,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Maharashtra,Mumbai City,2025-03,0.0,984.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Maharashtra,Mumbai City,2025-04,0.0,323.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Maharashtra,Mumbai City,2025-05,0.0,500.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Maharashtra,Mumbai City,2025-06,0.0,135.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Maharashtra,Mumbai City,2025-07,0.0,178.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Maharashtra,Mumbai Suburban,2025-03,0.0,4058.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Maharashtra,Mumbai Suburban,2025-06,0.0,577.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Maharashtra,Mumbai( Sub Urban ),2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Maharashtra,Mumbai( Sub Urban ),2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Chhattisgarh,Mungeli,2025-03,0.0,278.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Chhattisgarh,Mungeli,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Chhattisgarh,Mungeli,2025-05,0.0,138.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Chhattisgarh,Mungeli,2025-06,0.0,549.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Chhattisgarh,Mungeli,2025-07,0.0,912.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Bihar,Munger,2025-03,0.0,992.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Bihar,Munger,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
West Bengal,Murshidabad,2025-03,0.0,3555.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
West Bengal,Murshidabad,2025-04,0.0,780.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
West Bengal,Murshidabad,2025-05,0.0,1253.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
West Bengal,Murshidabad,2025-06,0.0,2378.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
West Bengal,Murshidabad,2025-07,0.0,3911.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Uttar Pradesh,Muzaffarnagar,2025-03,0.0,2290.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Uttar Pradesh,Muzaffarnagar,2025-05,0.0,263.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Uttar Pradesh,Muzaffarnagar,2025-06,0.0,592.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Karnataka,Mysore,2025-03,0.0,317.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Karnataka,Mysore,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Karnataka,Mysore,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Karnataka,Mysore,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Karnataka,Mysore,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Karnataka,Mysuru,2025-03,0.0,1308.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Karnataka,Mysuru,2025-05,0.0,656.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Karnataka,Mysuru,2025-06,0.0,95.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Andhra Pradesh,N. T. R,2025-03,0.0,775.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Andhra Pradesh,N. T. R,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Andhra Pradesh,N. T. R,2025-05,0.0,635.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Andhra Pradesh,N. T. R,2025-06,0.0,667.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Andhra Pradesh,N. T. R,2025-07,0.0,265.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
West Bengal,Nadia,2025-11,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
West Bengal,Nadia,2025-12,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Odisha,Nayagarh,2025-10,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Odisha,Nayagarh,2025-11,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Odisha,Nayagarh,2025-12,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Odisha,Nuapada,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Odisha,Nuapada,2025-10,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Odisha,Nuapada,2025-11,0.0,3.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Odisha,Nuapada,2025-12,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Odisha,Nabarangapur,2025-03,0.0,882.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Odisha,Nabarangapur,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Odisha,Nabarangapur,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Odisha,Nabarangapur,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Odisha,Nabarangapur,2025-09,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Odisha,Nabarangapur,2025-11,0.0,1.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
West Bengal,Nadia,2025-03,0.0,1540.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Assam,Nagaon,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Tamil Nadu,Nagapattinam,2025-03,0.0,200.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Tamil Nadu,Nagapattinam,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Tamil Nadu,Nagapattinam,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Tamil Nadu,Nagapattinam,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Tamil Nadu,Nagapattinam,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Telangana,Nagarkurnool,2025-03,0.0,924.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Telangana,Nagarkurnool,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Telangana,Nagarkurnool,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Telangana,Nagarkurnool,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Telangana,Nagarkurnool,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Rajasthan,Nagaur,2025-03,0.0,2751.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Rajasthan,Nagaur,2025-05,0.0,342.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Maharashtra,Nagpur,2025-03,0.0,2249.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Maharashtra,Nagpur,2025-06,0.0,979.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
West Bengal,Naihati Anandabazar,2025-10,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Uttarakhand,Nainital,2025-05,0.0,500.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Uttarakhand,Nainital,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Uttarakhand,Nainital,2025-07,0.0,1114.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Delhi,Najafgarh,2025-03,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Delhi,Najafgarh,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Delhi,Najafgarh,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Bihar,Nalanda,2025-03,0.0,2310.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Bihar,Nalanda,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Bihar,Nalanda,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Assam,Nalbari,2025-03,0.0,509.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Assam,Nalbari,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Assam,Nalbari,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Andhra Pradesh,Nalgonda,2025-03,0.0,146.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Telangana,Nalgonda,2025-03,0.0,2928.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Andhra Pradesh,Nalgonda,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Telangana,Nalgonda,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Andhra Pradesh,Nalgonda,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Telangana,Nalgonda,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Andhra Pradesh,Nalgonda,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Telangana,Nalgonda,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Andhra Pradesh,Nalgonda,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Telangana,Nalgonda,2025-07,0.0,378.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Tamil Nadu,Namakkal,2025-03,0.0,675.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Tamil Nadu,Namakkal,2025-04,0.0,60.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Tamil Nadu,Namakkal,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Tamil Nadu,Namakkal,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Tamil Nadu,Namakkal,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Arunachal Pradesh,Namsai,2025-03,0.0,50.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Arunachal Pradesh,Namsai,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Arunachal Pradesh,Namsai,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Arunachal Pradesh,Namsai,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Arunachal Pradesh,Namsai,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Maharashtra,Nanded,2025-03,0.0,1084.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Maharashtra,Nandurbar,2025-03,0.0,479.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Maharashtra,Nandurbar,2025-06,0.0,327.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
