district,cis_mean,adult_child_ratio,enrol_mean,enrol_std,enrol_total_sum,child_enrol_mean,adult_enrol_mean,momentum,coverage_gap,update_lag,num_pincodes,enrol_per_day,state,enrol_volatility,cost_burden_index,service_efficiency,compliance_rate,roi_potential,crisis_flag,cluster,persona_name,priority,strategy,pca_1,pca_2
Kannur,0.369,3.2430000000000003,662.7777777777778,805.3127929223803,5965.0,637.2222222222222,25.555555555555557,0.40599999999999997,0.5552222222222222,7262.779555555556,43.333333333333336,0.277484429,Kerala,1.2132265042352564,1.0,0.0053723993998063884,-7261.779555555556,0.043086013117217076,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,0.6818664915468662,0.1869429206644074
Kanpur Dehat,0.44033333333333335,3.5496666666666665,890.7777777777778,794.1422696497427,8017.0,870.4444444444445,20.333333333333332,0.23755555555555555,0.12711111111111112,5583.585,10.444444444444445,2.6185091716666666,Uttar Pradesh,0.8905158767565019,1.0,0.05069717660535657,-5582.585,0.05790789055502586,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-0.15045183999436423,0.4739808088007257
Kanpur Nagar,0.6627777777777778,4.141777777777778,2745.3333333333335,1693.7814941721379,24708.0,2670.3333333333335,75.0,0.3164444444444444,1.3015555555555556,41.61622222222222,23.0,7.147845464444444,Uttar Pradesh,0.6167428671582004,1.0,0.13839003803377434,-40.61622222222222,0.17846927277455146,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-0.40448681309747747,2.9148083034270975
Kanyakumari,0.18988888888888888,1.5162222222222224,222.77777777777777,281.6077847724463,2005.0,220.88888888888889,1.8888888888888888,0.2733333333333333,0.35166666666666674,2340.2456666666667,28.22222222222222,0.019332369555555555,Tamil Nadu,1.2584260491320838,1.0,0.00037429563515112404,-2339.2456666666667,0.01448238999162116,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,0.3744299375956535,-1.0158066318703032
Kapurthala,0.7175555555555556,5.187,414.0,202.7732724004818,3726.0,279.22222222222223,134.77777777777777,0.09588888888888888,0.37022222222222223,1097.9745555555555,10.88888888888889,3.613403735111111,Punjab,0.48861029494092,1.0,0.0699594140389373,-1096.9745555555555,0.026913409031810696,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-1.3582648257939,0.8013448530118232
Karaikal,0.30271428571428577,2.744,40.5,48.81952635827343,567.0,39.642857142857146,0.8571428571428571,0.22628571428571428,0.12035714285714286,609.4072142857142,4.428571428571429,0.02521298492857143,Puducherry,1.1763741291150225,1.0,0.0004881507246577237,-608.4072142857142,0.002632833492242351,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-0.20070469340161717,-1.0562333616731991
Karauli,0.43466666666666665,2.4323333333333332,959.5555555555555,1000.5278745631117,8636.0,947.4444444444445,12.11111111111111,0.37855555555555553,0.104,5521.234333333333,11.333333333333334,5.186120957777778,Rajasthan,1.0416137502681324,1.0,0.10040892464235775,-5520.234333333333,0.062379012452688454,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,0.016758620036151608,0.41077054736255836
Karbi Anglong,0.5086666666666666,3.0612222222222223,900.7777777777778,845.4865134610038,8107.0,780.5555555555555,120.22222222222223,0.004888888888888893,0.42433333333333334,1635.8672222222222,11.222222222222221,2.2298246322222224,Assam,0.9375774545526163,1.0,0.04317182250188233,-1634.8672222222222,0.05855797289878941,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-0.39930219937649036,0.5009824219341326
Kargil,0.2894090909090909,1.0162272727272728,46.45454545454545,64.03252690753742,1022.0,46.09090909090909,0.36363636363636365,0.15327272727272725,0.007499999999999992,199.6596818181818,2.6363636363636362,0.029909017136363635,Jammu and Kashmir,1.3493444367488727,1.0,0.0005790709997359852,-198.6596818181818,0.003019927978756097,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-0.0882374432575981,-1.263122897941232
Karim Nagar,0.22555555555555554,3.0852222222222223,9.11111111111111,11.504829903614878,82.0,9.11111111111111,0.0,0.27311111111111114,-0.5588888888888888,74.64466666666667,4.333333333333333,0.016523809555555557,Andhra Pradesh,1.1378403201377352,1.0,0.0003199188684521889,-73.64466666666667,0.0005922972465401173,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-0.5609783249894584,-1.5545485556804075
Karimganj,0.7563333333333334,2.356111111111111,1648.111111111111,1284.0978783220191,14833.0,1582.111111111111,66.0,0.3422222222222222,0.7071111111111111,867.2416666666667,14.666666666666666,2.835008,Assam,0.778660618845046,1.0,0.05488882865440465,-866.2416666666667,0.10714079338938488,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-0.7647760068670513,1.8924871382174233
Karimnagar,0.2005,3.405777777777778,359.27777777777777,652.3292028484459,6467.0,358.8888888888889,0.3888888888888889,0.22855555555555554,1.4543333333333333,5985.108111111111,28.38888888888889,0.0227223095,Andhra Pradesh,1.8106284735963032,1.0,0.0004399285479186834,-5984.108111111111,0.023356013983993527,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,1.9462233909664164,-0.5453078016706867
Karnal,0.26844444444444443,4.661444444444445,449.77777777777777,552.9090743010504,4048.0,448.8888888888889,0.8888888888888888,0.2952222222222222,0.2841111111111111,9892.044333333333,6.666666666666667,0.07264814222222221,Haryana,1.2265668397114748,1.0,0.0014065468000430245,-9891.044333333333,0.029239259195053595,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,0.912398489568631,-0.19518860689154305
Karur,0.25,3.793888888888889,446.55555555555554,587.8318448142953,4019.0,446.22222222222223,0.3333333333333333,0.26911111111111113,-0.19622222222222221,4586.478,15.88888888888889,0.03789635688888889,Tamil Nadu,1.3134276572315438,1.0,0.0007337145573841025,-4585.478,0.029029788217618677,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,0.27616221262840046,-0.8130942215939526
Kasaragod,0.28655555555555556,2.6413333333333333,395.0,478.8334783617369,3555.0,388.1111111111111,6.888888888888889,0.3142222222222222,-0.4935555555555556,5973.176333333333,13.444444444444445,0.038159598888888896,Kerala,1.2091754504084267,1.0,0.0007388112079165323,-5972.176333333333,0.025678252578659966,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,0.06035650517043496,-0.7472895152363983
Kasargod,0.449,2.723375,39.375,42.778290555574365,315.0,39.375,0.0,0.353875,-0.686125,56.1345,9.875,0.018590447000000003,Kerala,1.0595242242866716,1.0,0.0003599312100677639,-55.1345,0.0025596992285689523,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-1.0538965982702921,-1.0111444445331275
Kasganj,0.35277777777777775,3.6934444444444443,704.5555555555555,792.8431608948757,6341.0,687.0,17.555555555555557,0.23622222222222222,-0.3175555555555556,4673.327888888889,5.888888888888889,4.114733986666667,Uttar Pradesh,1.1237147162289578,1.0,0.07966571126169733,-4672.327888888889,0.0458019126867181,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-0.11613966062698557,-0.27748168731714157
Kathua,0.365,5.1831538461538464,227.84615384615384,378.55027102395223,2962.0,227.15384615384616,0.6923076923076923,0.23176923076923076,1.0513846153846154,2555.734307692308,5.6923076923076925,0.04497892153846154,Jammu and Kashmir,1.6541692515332367,1.0,0.0008708406880631469,-2554.734307692308,0.014811876170981658,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,0.9635369563709919,-0.5474040279903901
Katihar,0.5114444444444444,4.551555555555556,1816.6666666666667,1959.4381847866496,16350.0,1803.888888888889,12.777777777777779,0.3895555555555556,0.1507777777777778,15804.636888888888,10.333333333333334,3.1514863111111113,Bihar,1.0779964339556114,1.0,0.06101619188985695,-15803.636888888888,0.11809829245037706,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,1.0331116360674446,1.9345182209934506
Katni,0.4854444444444444,3.3405555555555555,1215.6666666666667,1123.9895462147324,10941.0,1202.5555555555557,13.11111111111111,0.49744444444444447,0.08888888888888888,1783.1672222222223,7.222222222222222,4.9559871711111105,Madhya Pradesh,0.9238270242860813,1.0,0.09595328501667204,-1782.1672222222223,0.0790283435901881,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-0.5123582606660405,0.5938563275633866
Kaushambi,0.4048888888888889,3.2896666666666667,829.2222222222222,797.7738993251437,7463.0,821.5555555555555,7.666666666666667,0.3343333333333333,-0.19044444444444444,6227.349111111111,7.111111111111111,2.594175512222222,Uttar Pradesh,0.9609160992942042,1.0,0.05022605057545444,-6226.349111111111,0.0539062725723036,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-0.1446170046192946,0.1997817093538828
Kawardha,0.205,7.305666666666667,238.0,292.64782589317144,2142.0,237.88888888888889,0.1111111111111111,0.291,-0.35200000000000004,7160.646777777778,1.7777777777777777,0.13177636666666667,Chhattisgarh,1.2244678907664077,1.0,0.0025513333333333334,-7159.646777777778,0.015471959781572333,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,0.36896839643963875,-0.9520641397907806
Kendrapara,0.37735714285714284,2.237357142857143,286.85714285714283,495.3321895677465,4016.0,283.42857142857144,3.4285714285714284,0.1457142857142857,1.1890714285714286,4431.442357142857,13.928571428571429,0.03432361357142857,Odisha,1.7207569860914274,1.0,0.0006645423731157516,-4430.442357142857,0.0186480763753885,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,1.2777001933793788,-0.3406566352943448
Kendujhar,0.3587142857142857,3.7598571428571432,387.57142857142856,712.7490349437078,5426.0,386.5,1.0714285714285714,0.14500000000000002,1.180142857142857,6218.215857142857,14.642857142857142,0.03464089185714286,Odisha,1.8342806046345421,1.0,0.0006706852247268704,-6217.215857142857,0.025195334266149904,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,1.606091153815228,-0.26681868638749673
Khagaria,0.2587777777777778,2.6774444444444447,910.6666666666666,1154.6110817067365,8196.0,903.0,7.666666666666667,0.2961111111111111,-0.22199999999999998,7394.1454444444435,6.666666666666667,0.1341455411111111,Bihar,1.2664838190567493,1.0,0.002597203119285791,-7393.1454444444435,0.05920083210540002,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,0.5172206122674424,-0.2086146704298373
Khairagarh Chhuikhadan Gandai,0.2628333333333333,5.119666666666666,41.0,36.616935972306585,246.0,41.0,0.0,0.30283333333333334,-0.3336666666666667,415.3306666666667,2.6666666666666665,0.04138623,Chhattisgarh,0.8718318088644426,1.0,0.0008012822846079381,-414.3306666666667,0.002665337609430528,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-0.751834791534632,-1.1576298140621555
Khairthal-Tijara,0.0,16.261,0.0,0.0,0.0,0.0,0.0,0.0,-0.6875,536.0,0.0,0.0,Rajasthan,0.0,1.0,0.0,-535.0,0.0,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-1.5193246995088936,-1.39644601956514
Khammam,0.12983333333333333,3.190888888888889,278.94444444444446,450.7085235522115,5021.0,278.44444444444446,0.5,0.2073888888888889,0.7191666666666667,4023.2012222222224,21.0,0.026065629555555556,Andhra Pradesh,1.6099927414050024,1.0,0.0005046588490911047,-4022.2012222222224,0.018133685822426398,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,1.2255783928770767,-1.0764228147060544
Khandwa,0.5015555555555555,1.2787777777777778,502.3333333333333,406.1129768918989,4521.0,493.22222222222223,9.11111111111111,0.28688888888888886,0.2,2313.7813333333334,7.444444444444445,4.872278835555555,Madhya Pradesh,0.806846973957415,1.0,0.09433260088200494,-2312.7813333333334,0.03265580306838866,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-0.6491071026649028,0.172545536273259
Khargone,0.6826666666666666,2.0263333333333335,1671.0,1522.859563452914,15039.0,1614.7777777777778,56.22222222222222,0.3267777777777778,0.48888888888888893,3607.9675555555555,10.222222222222221,6.41386932,Madhya Pradesh,0.9108011743139438,1.0,0.12417946408518878,-3606.9675555555555,0.10862875964288811,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-0.371571906492681,1.7288690829447064
Khawzawl,0.4375,2.4,9.0,8.48528137423857,36.0,3.0,6.0,-0.21425,-0.1665,1.61375,1.25,0.06166666625,Mizoram,0.8485281374238569,0.7600366882454315,0.001193933518877057,-0.61375,0.12056672998667145,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-1.5625235865795117,-0.49283498862585784
Kheda,0.6211111111111111,2.2294444444444443,840.7777777777778,819.7281222725279,7567.0,783.3333333333334,57.44444444444444,0.2792222222222222,1.1176666666666666,6067.651,23.88888888888889,2.252691246,Gujarat,0.973805847472644,1.0,0.04361454493707648,-6066.651,0.05465747883620815,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,0.2623114602658425,1.2433927681007109
Kheri,0.726,4.539333333333333,2730.8888888888887,2174.783520516723,24578.0,2680.3333333333335,50.55555555555556,0.3562222222222222,0.389,10157.843222222224,13.777777777777779,6.8042002466666665,Uttar Pradesh,0.7960731965937491,1.0,0.13173669403033236,-10156.843222222224,0.17753026494467075,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,0.12530215430690828,3.159608489840999
Khorda,0.25433333333333336,1.6760833333333334,359.75,557.7216844203991,4317.0,346.0,13.75,0.1416666666666667,1.523,6197.422666666666,20.583333333333332,0.027960862,Odisha,1.5460060552194017,1.0,0.0005413526040658277,-6196.422666666666,0.023386712316893474,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,1.6283789182542059,-0.21049630094374028
Khordha,0.36047368421052634,2.5020526315789473,64.3157894736842,82.7305214614688,1222.0,63.63157894736842,0.6842105263157895,0.22910526315789473,2.1894736842105265,520.9043684210527,15.157894736842104,0.1646305087368421,Odisha,1.2666236162513353,1.0,0.0031874251449533803,-519.9043684210527,0.004181055916205526,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,0.9651051223970211,-0.09942550062680026
Khowai,0.19344444444444442,2.878111111111111,37.666666666666664,46.5537323960174,339.0,32.77777777777778,4.888888888888889,0.2996666666666667,-0.39677777777777773,816.3583333333333,2.111111111111111,0.02882560255555555,Tripura,1.2039758378280363,1.0,0.0005580949187910078,-815.3583333333333,0.00244864349484268,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-0.2757320912067471,-1.5350025203367272
Khunti,0.5114444444444444,4.062777777777778,293.77777777777777,261.350711582051,2644.0,288.77777777777777,5.0,0.4242222222222222,-0.06944444444444445,2688.6334444444446,4.222222222222222,2.269957288888889,Jharkhand,0.8866024893473272,1.0,0.04394883424760676,-2687.6334444444446,0.019097974632342318,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-0.7184338419519236,-0.12348630095005138
Kinnaur,0.22944444444444445,1.5184444444444445,18.11111111111111,22.64643705113701,163.0,17.555555555555557,0.5555555555555556,0.29844444444444446,-0.40222222222222226,292.3313333333333,5.444444444444445,0.014697530444444447,Himachal Pradesh,1.1849879852339134,1.0,0.0002845601247714317,-291.3313333333333,0.0011773713559273063,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-0.40531610422578157,-1.489161207534637
Kiphire,0.41111111111111115,2.146333333333333,100.88888888888889,121.19451766111828,908.0,95.11111111111111,5.777777777777778,0.17877777777777779,-0.29633333333333334,354.1784444444445,0.7777777777777778,1.20353815,Nagaland,1.18947727257368,1.0,0.02330180348499516,-353.1784444444445,0.00655860853485886,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-0.5982794951146012,-0.9486429658983112
Kishanganj,0.2951111111111111,6.588222222222222,973.7777777777778,1241.8820171193577,8764.0,971.0,2.7777777777777777,0.27255555555555555,-0.5316666666666667,12446.425333333333,3.7777777777777777,0.2500727777777778,Bihar,1.274015519671061,1.0,0.004841680111864043,-12445.425333333333,0.06330357400826328,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,0.7741590825933653,0.09782895040378217
Kishtwar,0.3496666666666667,2.0002222222222223,141.0,173.9561726412719,1269.0,140.33333333333334,0.6666666666666666,0.3921111111111111,-0.46299999999999997,1942.1095555555557,1.3333333333333333,0.10546492666666667,Jammu and Kashmir,1.2250434693047316,1.0,0.002041915327525008,-1941.1095555555557,0.009166161047065961,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-0.4068533062041815,-1.055178931441477
Koch Bihar,0.3791111111111111,9.035555555555554,372.0,524.0033396840139,3348.0,370.8888888888889,1.1111111111111112,0.24288888888888888,0.2156666666666667,797.0915555555555,16.22222222222222,0.03406136633333333,West Bengal,1.4048346908418603,1.0,0.0006594649822523394,-796.0915555555555,0.024183063188003815,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,0.052870240651039915,-0.6871846972553365
Kodagu,0.259,2.6144444444444446,134.55555555555554,160.64643717735473,1211.0,130.0,4.555555555555555,0.34055555555555556,-0.08766666666666668,1606.3586666666665,11.444444444444445,0.027362899222222223,Karnataka,1.1850966677017973,1.0,0.0005297753963644186,-1605.3586666666665,0.008747219092196123,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-0.13674807963698177,-1.1106965375783706
Kodarma,0.2654444444444445,6.591888888888889,34.44444444444444,45.15282690793322,310.0,34.44444444444444,0.0,0.26066666666666666,-0.4861111111111111,450.4048888888889,2.111111111111111,0.029521902222222222,Jharkhand,1.2739042074338527,1.0,0.0005715760352801979,-449.4048888888889,0.0022391725174077605,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-0.39062332652286635,-1.4728254967111425
Koderma,0.31033333333333335,5.188111111111112,358.0,457.5693936442865,3222.0,356.6666666666667,1.3333333333333333,0.27744444444444444,-0.18055555555555555,4416.969222222222,3.5555555555555554,0.09539999,Jharkhand,1.2745665561122186,1.0,0.0018470472410454988,-4415.969222222222,0.023272947906734853,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,0.12338968453934274,-0.7269504513359679
Kohima,0.5281111111111111,3.7062222222222223,180.11111111111111,219.02707848827984,1621.0,168.22222222222223,11.88888888888889,-0.002222222222222212,1.036888888888889,710.6273333333334,4.111111111111111,1.6930400536666665,Nagaland,1.2093519671132016,1.0,0.03277909106808648,-709.6273333333334,0.01170870532489671,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,0.036706999522564086,-0.04209470149248843
Kokrajhar,0.7316666666666667,3.046222222222222,512.1111111111111,145.7544548585432,4609.0,454.55555555555554,57.55555555555556,0.08177777777777778,0.15122222222222223,12.14488888888889,8.666666666666666,4.418597478888889,Assam,0.2840602195164333,1.0,0.08554883792621275,-11.14488888888889,0.03329143913784635,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-1.817739329224924,0.891422476932614
Kolar,0.26266666666666666,4.725666666666666,465.1111111111111,587.6485864112251,4186.0,461.6666666666667,3.4444444444444446,0.29055555555555557,0.09955555555555556,7235.833888888888,13.0,0.047907360555555556,Karnataka,1.2607478611921397,1.0,0.0009275384425083361,-7234.833888888888,0.030236052122157697,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,0.6117915688079719,-0.4527225578426473
Kolasib,0.26355555555555554,3.1013333333333333,30.555555555555557,34.99325331800085,275.0,26.666666666666668,3.888888888888889,0.19344444444444445,0.9259999999999999,1239.6622222222222,2.7777777777777777,0.3250831846666667,Mizoram,1.108941126274675,1.0,0.006293962917070023,-1238.6622222222222,0.0019863627170552717,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,0.2909176725155459,-0.739717647452169
Kolhapur,0.2691111111111111,6.500333333333334,831.1111111111111,1025.0845629074272,7480.0,823.1111111111111,8.0,0.2876666666666667,1.434,19075.99566666667,34.0,0.03536942666666667,Maharashtra,1.2319082742912064,1.0,0.0006847904485317845,-19074.99566666667,0.054029065903903384,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,2.46166805793038,1.1576912153055439
Kolkata,0.5645384615384615,6.407,797.0769230769231,985.7371574561565,10362.0,741.4615384615385,55.61538461538461,0.34661538461538466,1.2534615384615386,2419.9394615384617,27.153846153846153,1.3155422224615383,West Bengal,1.2351405346438586,1.0,0.02547032376498622,-2418.9394615384617,0.05181656343136798,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,0.3709309647143805,0.7475690133466384
Kollam,0.3528888888888889,3.302222222222222,563.2222222222222,677.2146590590346,5069.0,539.5555555555555,23.666666666666668,0.29255555555555557,0.7722222222222223,8019.716,49.333333333333336,0.22429576444444446,Kerala,1.200262294511877,1.0,0.004342609185758847,-8018.716,0.036614082228193345,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,0.8701912363027303,0.20797633198647056
Komaram Bheem,0.12077777777777778,3.457777777777778,122.88888888888889,168.76125476871493,1106.0,122.88888888888889,0.0,0.2554444444444444,-0.4998888888888888,1246.5694444444443,4.444444444444445,0.03774254688888889,Telangana,1.362198468985143,1.0,0.000730736629020114,-1245.5694444444443,0.007988789691138655,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,0.003442817154574017,-1.749215413377867
Kondagaon,0.26966666666666667,5.322555555555556,337.55555555555554,405.88918164663835,3038.0,336.55555555555554,1.0,0.31877777777777777,-0.018444444444444437,7356.530333333333,3.2222222222222223,0.12632910888888887,Chhattisgarh,1.1988850130685085,1.0,0.0024458685167258252,-7355.530333333333,0.021943890670596055,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,0.46078169767922417,-0.5485655575690709
Koppal,0.2798888888888889,2.974333333333333,605.6666666666666,748.8444431255399,5451.0,600.2222222222222,5.444444444444445,0.3032222222222222,-0.041,6622.088111111111,11.88888888888889,0.06343756333333334,Karnataka,1.234358972184956,1.0,0.001228220006453695,-6621.088111111111,0.03937332062061194,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,0.4393432491608408,-0.37071288880000236
Koraput,0.2750555555555556,2.560777777777778,250.11111111111111,573.447663019235,4502.0,247.55555555555554,2.5555555555555554,0.11466666666666667,0.6383888888888889,4619.362222222222,9.555555555555555,0.03139739522222222,Odisha,2.283641135917308,1.0,0.0006078876132085619,-4618.362222222222,0.016259281731241512,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,1.7636598854458119,-1.185663274849092
Korba,0.2742222222222222,10.246111111111112,393.55555555555554,495.42560266681596,3542.0,392.1111111111111,1.4444444444444444,0.27544444444444444,1.1852222222222222,12350.575222222222,8.0,0.057910468333333326,Chhattisgarh,1.255654864545577,1.0,0.0011212094546627944,-12349.575222222222,0.025584351795671898,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,1.660637216509802,0.27466231804477526
Koriya,0.2408888888888889,6.841333333333334,195.88888888888889,239.99971064797373,1763.0,195.77777777777777,0.1111111111111111,0.2886666666666666,0.7591111111111111,4936.361222222222,6.111111111111111,0.054456656666666665,Chhattisgarh,1.2189601556612661,1.0,0.0010543399161019684,-4935.361222222222,0.012734390800612522,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,0.7185888912402244,-0.569684283075091
Kota,0.29188888888888886,4.945666666666667,836.1111111111111,1084.745067336612,7525.0,824.5555555555555,11.555555555555555,0.16566666666666668,0.3266666666666666,10096.721,13.444444444444445,0.31709066888888887,Rajasthan,1.2958196981722203,1.0,0.006139219145961062,-10095.721,0.054354107075785155,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,1.047618937201869,0.1766936632090707
Kotputli-Behror,0.0,11.635,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,268.0,0.0,0.0,Rajasthan,0.0,1.0,0.0,-267.0,0.0,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-1.4392838481555408,-1.3341680560714
Kottayam,0.262,3.3706666666666667,369.0,442.7897356533911,3321.0,363.22222222222223,5.777777777777778,0.3045555555555556,0.8130000000000001,5756.190555555555,51.22222222222222,0.020359987666666666,Kerala,1.1967290152794354,1.0,0.0003941914359470797,-5755.190555555555,0.02398803848487475,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,0.7908053765417081,-0.28660819853511327
Kozhikode,0.20511111111111113,3.033,744.8888888888889,916.6943935200603,6704.0,722.3333333333334,22.555555555555557,0.30244444444444446,0.4445555555555555,12119.579444444444,39.44444444444444,0.02965623466666667,Kerala,1.2289959096798067,1.0,0.0005741768570506616,-12118.579444444444,0.04842391147323106,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,1.345402279629928,0.10792918085077813
Kra Daadi,0.16666666666666666,1.1394444444444443,9.0,12.489995996796797,81.0,8.555555555555555,0.4444444444444444,0.2516666666666667,-0.2222222222222222,119.97133333333333,0.4444444444444444,0.029715811666666665,Arunachal Pradesh,1.2489995996796797,1.0,0.000575330332365279,-118.97133333333333,0.0005850741093871891,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-0.15586658460242675,-1.6192849501053457
Krishna,0.18411111111111111,6.3645555555555555,748.5555555555555,928.0336889239409,6737.0,744.7777777777778,3.7777777777777777,0.2912222222222222,1.1307777777777777,21018.857333333333,48.44444444444444,0.028085039444444442,Andhra Pradesh,1.2381119478676947,1.0,0.0005437568140260299,-21017.857333333333,0.04866227499927769,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,2.596316480508235,0.8737794950842912
Krishnagiri,0.18666666666666665,2.91,563.8888888888889,700.8968262955049,5075.0,563.0,0.8888888888888888,0.29344444444444445,-0.126,9634.224444444444,16.333333333333332,0.042380174444444446,Tamil Nadu,1.2407693620494775,1.0,0.0008205261267075401,-9633.224444444444,0.036657421051110924,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,0.8131192174665752,-0.48413762887387907
Kulgam,0.25522222222222224,2.265888888888889,134.55555555555554,162.18208217240823,1211.0,133.55555555555554,1.0,0.32099999999999995,-0.3705555555555555,2735.1582222222223,1.7777777777777777,0.1166936388888889,Jammu and Kashmir,1.1964251963538313,1.0,0.00225931537054964,-2734.1582222222223,0.008747219092196123,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-0.17204978279579258,-1.17741328539317
Kullu,0.34800000000000003,2.303,137.66666666666666,160.2661848301132,1239.0,125.88888888888889,11.777777777777779,0.44122222222222224,0.1802222222222222,1302.234,11.555555555555555,0.4326567932222222,Himachal Pradesh,1.1557657559863932,1.0,0.008376704612240509,-1301.234,0.008949466932478113,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-0.1814877030112909,-0.7878146159178107
Kupwara,0.3316153846153846,3.2032307692307693,221.84615384615384,351.9897835055837,2884.0,218.76923076923077,3.076923076923077,0.3080769230769231,-0.01284615384615385,4740.759153846154,2.4615384615384617,0.08280172692307691,Jammu and Kashmir,1.5795192218062093,1.0,0.0016031312085784495,-4739.759153846154,0.014421826764723531,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,0.5371050064864684,-0.8972445925579068
Kurnool,0.20277777777777778,4.290222222222223,1307.7777777777778,1579.57540005042,11770.0,1305.111111111111,2.6666666666666665,0.2972222222222222,0.719111111111111,36706.824222222225,38.0,0.04442213955555555,Andhra Pradesh,1.2069087868625332,1.0,0.0008600607851995267,-36705.824222222225,0.08501632428996563,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,3.8303714142166574,2.1804578270545787
