District,State,Risk_Score,CIS,Severity,Intervention,Priority,Budget,Duration_Days,Start_Date,End_Date,Staff_Required,Responsible_Authority,Target_Enrollments
Kawardha,Chhattisgarh,96.4,0.205,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
Kawardha,Chhattisgarh,96.4,0.205,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Nicobar,Andaman and Nicobar Islands,96.4,0.2733333333333333,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Nicobar,Andaman and Nicobar Islands,96.4,0.2733333333333333,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
Nicobar,Andaman and Nicobar Islands,96.4,0.2733333333333333,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Nicobar,Andaman and Nicobar Islands,96.4,0.2733333333333333,🔴 CRITICAL,Digital Literacy & Awareness Program,🔴 URGENT,"₹250,000",45,2026-01-24,2026-03-10,5,District Collector Office,1500
Lakshadweep,Lakshadweep,96.4,0.235,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Lakshadweep,Lakshadweep,96.4,0.235,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
Lakshadweep,Lakshadweep,96.4,0.235,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Mahasamund,Chhattisgarh,96.3,0.2515555555555556,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Mahasamund,Chhattisgarh,96.3,0.2515555555555556,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
Mahasamund,Chhattisgarh,96.3,0.2515555555555556,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Badgam,Jammu and Kashmir,96.3,0.290076923076923,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Badgam,Jammu and Kashmir,96.3,0.290076923076923,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
Badgam,Jammu and Kashmir,96.3,0.290076923076923,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Badgam,Jammu and Kashmir,96.3,0.290076923076923,🔴 CRITICAL,Digital Literacy & Awareness Program,🔴 URGENT,"₹250,000",45,2026-01-24,2026-03-10,5,District Collector Office,1500
Narayanpur,Chhattisgarh,96.2,0.2374444444444444,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Narayanpur,Chhattisgarh,96.2,0.2374444444444444,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
Narayanpur,Chhattisgarh,96.2,0.2374444444444444,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Dadra and Nagar Haveli,Dadra and Nagar Haveli and Daman and Diu,96.1,0.1588333333333333,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Dadra and Nagar Haveli,Dadra and Nagar Haveli and Daman and Diu,96.1,0.1588333333333333,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
Dadra and Nagar Haveli,Dadra and Nagar Haveli and Daman and Diu,96.1,0.1588333333333333,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Dadra and Nagar Haveli,Dadra and Nagar Haveli and Daman and Diu,96.1,0.1588333333333333,🔴 CRITICAL,Digital Literacy & Awareness Program,🔴 URGENT,"₹250,000",45,2026-01-24,2026-03-10,5,District Collector Office,1500
Palamau,Jharkhand,96.1,0.2941111111111111,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Palamau,Jharkhand,96.1,0.2941111111111111,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
Palamau,Jharkhand,96.1,0.2941111111111111,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Saitual,Mizoram,96.0,0.1586666666666666,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Saitual,Mizoram,96.0,0.1586666666666666,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
Saitual,Mizoram,96.0,0.1586666666666666,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Thanjavur,Tamil Nadu,96.0,0.2145555555555555,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Thanjavur,Tamil Nadu,96.0,0.2145555555555555,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Warangal Rural,Telangana,96.0,0.2003333333333333,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Warangal Rural,Telangana,96.0,0.2003333333333333,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
Warangal Rural,Telangana,96.0,0.2003333333333333,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Palwal,Haryana,95.8,0.2898888888888888,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Palwal,Haryana,95.8,0.2898888888888888,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Davangere,Karnataka,95.7,0.2828888888888888,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Davangere,Karnataka,95.7,0.2828888888888888,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Paschim Medinipur,West Bengal,95.6,0.2611111111111111,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Paschim Medinipur,West Bengal,95.6,0.2611111111111111,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Papum Pare,Arunachal Pradesh,95.4,0.1797777777777777,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Papum Pare,Arunachal Pradesh,95.4,0.1797777777777777,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
Papum Pare,Arunachal Pradesh,95.4,0.1797777777777777,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Sheikhpura,Bihar,95.4,0.2776666666666667,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Sheikhpura,Bihar,95.4,0.2776666666666667,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
Sheikhpura,Bihar,95.4,0.2776666666666667,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
South Twenty Four Parganas,West Bengal,95.4,0.2964545454545454,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
South Twenty Four Parganas,West Bengal,95.4,0.2964545454545454,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
South Twenty Four Parganas,West Bengal,95.4,0.2964545454545454,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Ananthapur,Andhra Pradesh,95.3,0.1254444444444444,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Ananthapur,Andhra Pradesh,95.3,0.1254444444444444,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
Ananthapur,Andhra Pradesh,95.3,0.1254444444444444,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Tamenglong,Manipur,95.1,0.1766666666666666,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Tamenglong,Manipur,95.1,0.1766666666666666,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
Tamenglong,Manipur,95.1,0.1766666666666666,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Hazaribag,Jharkhand,95.0,0.2771111111111111,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Hazaribag,Jharkhand,95.0,0.2771111111111111,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
Hazaribag,Jharkhand,95.0,0.2771111111111111,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Jangoan,Telangana,95.0,0.1921111111111111,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Jangoan,Telangana,95.0,0.1921111111111111,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
Jangoan,Telangana,95.0,0.1921111111111111,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
East,Sikkim,95.0,0.2142222222222222,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
East,Sikkim,95.0,0.2142222222222222,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
East,Sikkim,95.0,0.2142222222222222,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Tirupathur,Tamil Nadu,94.9,0.14275,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Tirupathur,Tamil Nadu,94.9,0.14275,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
Tirupathur,Tamil Nadu,94.9,0.14275,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Ukhrul,Manipur,94.9,0.1638888888888889,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Ukhrul,Manipur,94.9,0.1638888888888889,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
Ukhrul,Manipur,94.9,0.1638888888888889,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Lahul and Spiti,Himachal Pradesh,94.9,0.2288333333333333,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Lahul and Spiti,Himachal Pradesh,94.9,0.2288333333333333,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
Lahul and Spiti,Himachal Pradesh,94.9,0.2288333333333333,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Chitrakoot,Uttar Pradesh,94.8,0.2613999999999999,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Chitrakoot,Uttar Pradesh,94.8,0.2613999999999999,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Shupiyan,Jammu and Kashmir,94.8,0.2026666666666666,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Shupiyan,Jammu and Kashmir,94.8,0.2026666666666666,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
Shupiyan,Jammu and Kashmir,94.8,0.2026666666666666,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Mohalla-Manpur-Ambagarh Chowki,Chhattisgarh,94.7,0.2128,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Mohalla-Manpur-Ambagarh Chowki,Chhattisgarh,94.7,0.2128,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
Mohalla-Manpur-Ambagarh Chowki,Chhattisgarh,94.7,0.2128,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Mirzapur,Uttar Pradesh,94.6,0.2338888888888889,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Mirzapur,Uttar Pradesh,94.6,0.2338888888888889,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Bandipur,Jammu and Kashmir,94.5,0.25,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Bandipur,Jammu and Kashmir,94.5,0.25,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
Seoni,Madhya Pradesh,94.4,0.2901111111111111,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Seoni,Madhya Pradesh,94.4,0.2901111111111111,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Alluri Sitharama Raju,Andhra Pradesh,94.3,0.2407777777777777,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Alluri Sitharama Raju,Andhra Pradesh,94.3,0.2407777777777777,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
Alluri Sitharama Raju,Andhra Pradesh,94.3,0.2407777777777777,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Udham Singh Nagar,Uttarakhand,94.2,0.227,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Udham Singh Nagar,Uttarakhand,94.2,0.227,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Chitradurga,Karnataka,94.2,0.2696666666666666,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Chitradurga,Karnataka,94.2,0.2696666666666666,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
Chitradurga,Karnataka,94.2,0.2696666666666666,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Tiruvarur,Tamil Nadu,94.1,0.1666666666666666,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Tiruvarur,Tamil Nadu,94.1,0.1666666666666666,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
Tiruvarur,Tamil Nadu,94.1,0.1666666666666666,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Bijapur(KAR),Karnataka,94.1,0.29175,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Bijapur(KAR),Karnataka,94.1,0.29175,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
Bijapur(KAR),Karnataka,94.1,0.29175,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Kolasib,Mizoram,94.1,0.2635555555555555,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Kolasib,Mizoram,94.1,0.2635555555555555,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
Kolasib,Mizoram,94.1,0.2635555555555555,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Rewa,Madhya Pradesh,94.1,0.2891111111111111,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Rewa,Madhya Pradesh,94.1,0.2891111111111111,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Sheohar,Bihar,93.9,0.2924444444444444,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Sheohar,Bihar,93.9,0.2924444444444444,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
Sheohar,Bihar,93.9,0.2924444444444444,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Kamle,Arunachal Pradesh,93.7,0.1761666666666666,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Kamle,Arunachal Pradesh,93.7,0.1761666666666666,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
Kamle,Arunachal Pradesh,93.7,0.1761666666666666,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Karim Nagar,Andhra Pradesh,93.6,0.2255555555555555,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Karim Nagar,Andhra Pradesh,93.6,0.2255555555555555,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
Karim Nagar,Andhra Pradesh,93.6,0.2255555555555555,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Lohit,Arunachal Pradesh,93.4,0.2123333333333333,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Lohit,Arunachal Pradesh,93.4,0.2123333333333333,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
Lohit,Arunachal Pradesh,93.4,0.2123333333333333,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Gomati,Tripura,93.1,0.2767777777777778,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Gomati,Tripura,93.1,0.2767777777777778,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
Gomati,Tripura,93.1,0.2767777777777778,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Chumukedima,Nagaland,93.0,0.2372222222222222,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Chumukedima,Nagaland,93.0,0.2372222222222222,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
Chumukedima,Nagaland,93.0,0.2372222222222222,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
K.v. Rangareddy,Andhra Pradesh,92.7,0.2298666666666666,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
K.v. Rangareddy,Andhra Pradesh,92.7,0.2298666666666666,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
