state,district,month,enrol_0_17,enrol_18_plus,enrol_total,enrol_total_per_day,enrol_pincodes,enrol_valid_pins,demo_0_17,demo_18_plus,demo_total,demo_total_per_day,demo_pincodes,bio_0_17,bio_18_plus,bio_total,bio_total_per_day,bio_pincodes,date,update_lag_index,demo_volatility,cis,bio_share,enrol_0_17_lag_5y,mbu_lag,enrol_momentum,service_pressure,adult_child_ratio,bio_quality_score,spatial_coverage,coverage_gap,update_velocity,cluster,district_cluster,anomaly_score,is_anomaly,state_raw,district_raw,inclusion_score,child_enrollment_rate,adult_enrollment_rate,age_gap,age_equity_category,cis_quartile,vulnerability_score,vulnerability_level,baseline_child,baseline_adult,baseline_total,momentum,risk_score,priority_rank,risk_category
West Bengal,Kalimpong,2025-12,23.0,70.0,93.0,0.08617647,13.0,34.0,64.0,732.0,796.0,0.103442624,16.0,119.0,42.0,161.0,0.057701148,13.0,2025-12-01,10.181,305.4325,0.261,0.168,23.0,4.958,0.107,22.26,9.114,1.713,14.0,-0.118,0.16,0,0,0.1852866224965272,0,West Bengal,Kalimpong,0.0,0.26136363636363635,0.08717310087173101,-0.17419053549190533,Child-Favored,Q1 (Worst),59.63252375923971,High,40.0,17.0,57.0,0.1551111111111111,100.0,451,🔴 CRITICAL
Odisha,Kalahandi,2025-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.03,3.0,0.0,3.0,3.0,0.03,2.0,2025-12-01,7.0,4755.057,0.0,0.375,0.0,0.0,-1.0,1.17,4.0,3.0,2.0,-0.4,0.06,3,3,0.2086371289621546,0,Orissa,Kalahandi,0.0,0.0,0.0,0.0,Balanced,Q1 (Worst),78.22175290390707,Critical,340.9230769230769,4.923076923076923,345.84615384615387,0.15423076923076923,100.0,452,🔴 CRITICAL
Odisha,Kalahandi,2025-12,563.0,16.0,579.0,0.092979796,26.0,198.0,1118.0,7123.0,8241.0,0.40616208,26.0,4829.0,3897.0,8726.0,0.47377104,27.0,2025-12-01,29.253,4715.71,0.335,0.514,563.0,8.562,1.0,212.09,4.244,15.045,26.0,1.077,0.88,3,3,0.1698856929060675,0,Odisha,Kalahandi,0.0,0.3347205707491082,0.002240896358543417,-0.3324796743905648,Child-Favored,Q2 (Low),34.17670538542767,Moderate,340.9230769230769,4.923076923076923,345.84615384615387,0.15423076923076923,100.0,453,🔴 CRITICAL
Karnataka,Kalaburagi,2025-12,841.0,0.0,841.0,0.09354386,41.0,285.0,993.0,4976.0,5969.0,0.20669538,42.0,7385.0,2771.0,10156.0,0.36406007,42.0,2025-12-01,19.151,1321.985,0.458,0.63,841.0,8.771,-0.362,127.98,2.712,12.062,42.0,1.263,0.57,3,3,0.1812972023180648,0,Karnataka,Kalaburagi,0.0,0.45831062670299727,0.0,-0.45831062670299727,Child-Favored,Q3 (Medium),27.706684266103487,Moderate,522.0,9.333333333333334,531.3333333333334,0.182,100.0,454,🔴 CRITICAL
Andhra Pradesh,Kakinada,2025-12,218.0,5.0,223.0,0.04308176,33.0,159.0,618.0,5004.0,5622.0,0.19849616,38.0,890.0,536.0,1426.0,0.08773256,37.0,2025-12-01,31.464,1632.2292,0.26,0.202,218.0,4.064,-0.177,64.66,5.984,6.366,36.0,0.088,0.29,0,0,0.1724019109505136,0,Andhra Pradesh,Kakinada,0.0,0.26045400238948624,0.000998003992015968,-0.25945599839747024,Child-Favored,Q1 (Worst),56.236747624076024,High,104.66666666666667,3.0,107.66666666666667,0.31366666666666665,100.0,455,🔴 CRITICAL
Manipur,Kakching,2025-12,15.0,0.0,15.0,0.06,2.0,8.0,150.0,629.0,779.0,0.37462687,4.0,55.0,41.0,96.0,0.089705884,3.0,2025-12-01,54.688,2.6457512,0.09,0.11,15.0,3.438,-0.605,87.5,3.789,6.0,3.0,0.0,0.46,0,0,0.1868674964269466,0,Manipur,Kakching,0.0,0.09036144578313253,0.0,-0.09036144578313253,Balanced,Q1 (Worst),67.23246040126716,High,12.0,0.1111111111111111,12.11111111111111,0.26611111111111113,100.0,456,🔴 CRITICAL
Haryana,Kaithal,2025-12,507.0,0.0,507.0,0.1627,11.0,100.0,508.0,4336.0,4844.0,0.5207667,11.0,3771.0,4896.0,8667.0,1.0468913,11.0,2025-12-01,26.596,1321.1061,0.499,0.641,507.0,7.423,-0.374,397.38,4.268,17.061,11.0,0.333,1.57,2,2,0.181371005123152,0,Haryana,Kaithal,0.0,0.49901574803149606,0.0,-0.49901574803149606,Child-Favored,Q3 (Medium),39.2325343189018,Moderate,331.0,1.3333333333333333,332.3333333333333,0.29844444444444446,100.0,457,🔴 CRITICAL
Bihar,Kaimur (Bhabua),2025-12,890.0,5.0,895.0,0.26915887,11.0,107.0,1379.0,12881.0,14260.0,1.4741346,13.0,3415.0,4072.0,7487.0,0.9394553,15.0,2025-12-01,24.271,2839.922,0.392,0.344,890.0,3.833,-0.579,543.68,5.677,8.356,13.0,0.0,2.41,3,3,0.1501465816027303,0,Bihar,Kaimur (Bhabua),0.0,0.3920704845814978,0.00038798789477768295,-0.3916824966867201,Child-Favored,Q2 (Low),51.16888067581837,High,860.0,9.444444444444445,869.4444444444445,0.3735555555555556,100.0,458,🔴 CRITICAL
Gujarat,Kachchh,2025-12,1356.0,33.0,1389.0,0.12291667,54.0,360.0,1419.0,12637.0,14056.0,0.32279602,56.0,8226.0,6394.0,14620.0,0.39324707,56.0,2025-12-01,20.63,5067.8413,0.488,0.51,1356.0,6.062,-0.227,171.71,4.564,10.518,55.0,2.294,0.72,0,0,0.1429358662160269,0,Gujarat,Kachchh,0.0,0.4884726224783862,0.002604372188461842,-0.48586825028992436,Child-Favored,Q3 (Medium),26.253537486800422,Moderate,975.6666666666666,57.888888888888886,1033.5555555555557,0.43066666666666664,100.0,459,🔴 CRITICAL
Chhattisgarh,Kabeerdham,2025-12,206.0,0.0,206.0,0.19441177,4.0,34.0,639.0,2940.0,3579.0,1.0391892,4.0,7606.0,1682.0,9288.0,3.5670238,5.0,2025-12-01,62.159,898.08984,0.243,0.722,206.0,36.744,-0.316,919.07,3.475,44.87,4.0,-0.167,4.61,3,3,0.1147763794797119,0,Chhattisgarh,Kabeerdham,0.0,0.24349881796690306,0.0,-0.24349881796690306,Child-Favored,Q1 (Worst),63.15913410770856,High,105.77777777777777,0.3333333333333333,106.11111111111111,0.2982222222222222,100.0,460,🔴 CRITICAL
Telangana,K.v. Rangareddy,2025-12,2587.0,32.0,2619.0,0.12343658,92.0,678.0,5239.0,28936.0,34175.0,0.50798064,99.0,19079.0,12277.0,31356.0,0.50086224,100.0,2025-12-01,25.012,19789.512,0.331,0.478,2587.0,7.372,1.0,224.42,3.701,11.968,97.0,6.0,1.01,1,1,-0.0001668191031292,1,Telangana,K.v. Rangareddy,0.0,0.33052255014692733,0.0011046290862646278,-0.3294179210606627,Child-Favored,Q2 (Low),34.242354804646254,Moderate,1150.9333333333334,10.933333333333334,1161.8666666666666,0.20006666666666667,100.0,461,🔴 CRITICAL
Andhra Pradesh,K.v. Rangareddy,2025-12,3.0,0.0,3.0,0.03,2.0,3.0,9.0,37.0,46.0,0.032093022,18.0,64.0,44.0,108.0,0.037045453,38.0,2025-12-01,38.5,19875.283,0.231,0.697,3.0,16.0,-0.999,2.61,2.846,27.0,19.0,-0.412,0.07,1,1,0.1805211369813019,0,Andhra Pradesh,K.v. Rangareddy,0.0,0.23076923076923078,0.0,-0.23076923076923078,Child-Favored,Q1 (Worst),67.9096409714889,High,1150.9333333333334,10.933333333333334,1161.8666666666666,0.20006666666666667,100.0,462,🔴 CRITICAL
Andhra Pradesh,K.V.Rangareddy,2025-12,8.0,0.0,8.0,0.034285713,6.0,7.0,8.0,143.0,151.0,0.03770492,39.0,44.0,114.0,158.0,0.035820894,39.0,2025-12-01,34.333,37.64306,0.471,0.51,8.0,4.889,-0.724,3.64,8.412,17.556,28.0,-0.147,0.07,0,0,0.1872745536056935,0,Andhra Pradesh,K.V.Rangareddy,0.0,0.47058823529411764,0.0,-0.47058823529411764,Child-Favored,Q3 (Medium),50.47763463569166,High,13.8,0.0,13.8,0.055200000000000006,100.0,463,🔴 CRITICAL
Uttar Pradesh,Jyotiba Phule Nagar,2025-12,16.0,0.0,16.0,0.045454547,4.0,11.0,0.0,247.0,247.0,0.0794898,9.0,12.0,53.0,65.0,0.04377778,5.0,2025-12-01,18.353,89.47253,0.941,0.208,16.0,0.706,-0.385,16.42,14.529,3.824,6.0,-0.5,0.12,0,0,0.1664795807999206,0,Uttar Pradesh,Jyotiba Phule Nagar,0.0,0.9411764705882353,0.0,-0.9411764705882353,Child-Favored,Q4 (Best),33.531404435058086,Moderate,16.8,0.0,16.8,-0.077,100.0,464,🔴 CRITICAL
Uttar Pradesh,Kanpur Dehat,2025-12,909.0,18.0,927.0,0.17202312,21.0,173.0,1164.0,12090.0,13254.0,0.7869613,25.0,5478.0,3312.0,8790.0,0.65167814,25.0,2025-12-01,23.754,3533.7527,0.438,0.399,909.0,6.02,-0.556,306.17,5.838,9.472,24.0,0.786,1.44,3,3,0.1617810869435078,0,Uttar Pradesh,Kanpur Dehat,0.0,0.4382835101253616,0.0014864976463787266,-0.4367970124789829,Child-Favored,Q3 (Medium),33.13250263991552,Moderate,870.4444444444445,20.333333333333332,890.7777777777778,0.23755555555555555,100.0,465,🔴 CRITICAL
Kerala,Kannur,2025-12,1000.0,63.0,1063.0,0.059981916,98.0,553.0,1102.0,16326.0,17428.0,0.22614112,100.0,5387.0,7665.0,13052.0,0.18915728,101.0,2025-12-01,28.647,4307.728,0.476,0.428,1000.0,5.382,-0.346,101.6,7.793,12.267,100.0,1.463,0.42,2,2,0.1435566618362354,0,Kerala,Kannur,0.0,0.47551117451260105,0.0038438071995118973,-0.47166736731308917,Child-Favored,Q3 (Medium),27.10750791974657,Moderate,637.2222222222222,25.555555555555557,662.7777777777778,0.40599999999999997,100.0,466,🔴 CRITICAL
Tamil Nadu,Kanniyakumari,2025-12,364.0,0.0,364.0,0.050675675,62.0,222.0,952.0,6129.0,7081.0,0.14878847,70.0,4980.0,3995.0,8975.0,0.20384887,74.0,2025-12-01,43.989,1656.0786,0.276,0.559,364.0,13.644,-0.58,77.57,4.654,24.589,69.0,1.333,0.35,3,3,0.1590843139972059,0,Tamil Nadu,Kanniyakumari,0.0,0.27638572513287774,0.0,-0.27638572513287774,Child-Favored,Q1 (Worst),37.593526927138335,Moderate,252.66666666666666,0.1111111111111111,252.77777777777777,0.2688888888888889,100.0,467,🔴 CRITICAL
Uttar Pradesh,Kannauj,2025-12,844.0,6.0,850.0,0.17947368,17.0,152.0,1299.0,13202.0,14501.0,0.97661793,17.0,5693.0,3431.0,9124.0,0.77238846,17.0,2025-12-01,27.761,4604.4463,0.394,0.386,844.0,6.737,-0.625,454.33,6.16,10.722,17.0,0.286,1.75,3,3,0.1503077387762722,0,Uttar Pradesh,Kannauj,0.0,0.39365671641791045,0.0004542357483533954,-0.39320248066955704,Child-Favored,Q2 (Low),45.459440337909186,Moderate,726.4444444444445,11.11111111111111,737.5555555555555,0.30577777777777776,100.0,468,🔴 CRITICAL
Chhattisgarh,Kanker,2025-12,400.0,0.0,400.0,0.10561983,14.0,121.0,1178.0,9106.0,10284.0,0.8684293,14.0,7365.0,4616.0,11981.0,1.1234884,14.0,2025-12-01,55.524,3931.055,0.253,0.538,400.0,18.367,-0.293,517.79,5.767,29.878,14.0,1.5,1.99,3,3,0.1410264485292042,0,Chhattisgarh,Kanker,0.0,0.253324889170361,0.0,-0.253324889170361,Child-Favored,Q1 (Worst),39.10894403379092,Moderate,189.22222222222223,0.2222222222222222,189.44444444444446,0.30077777777777776,100.0,469,🔴 CRITICAL
Himachal Pradesh,Kangra,2025-12,618.0,4.0,622.0,0.04994832,95.0,387.0,907.0,6609.0,7516.0,0.107316636,103.0,7801.0,4898.0,12699.0,0.20181414,101.0,2025-12-01,32.448,1897.8436,0.405,0.628,618.0,12.603,-0.495,67.38,4.334,20.384,100.0,5.966,0.31,2,2,0.1655771147423226,0,Himachal Pradesh,Kangra,0.0,0.40498034076015726,0.0006047777441790142,-0.40437556301597827,Child-Favored,Q2 (Low),30.77791974656811,Moderate,438.22222222222223,2.4444444444444446,440.6666666666667,0.2783333333333333,100.0,470,🔴 CRITICAL
Odisha,Kandhamal,2025-12,5.0,0.0,5.0,0.03,4.0,5.0,4.0,74.0,78.0,0.035454545,16.0,12.0,41.0,53.0,0.033125,13.0,2025-12-01,21.833,2490.694,0.5,0.402,5.0,2.0,-0.991,3.85,7.4,8.833,11.0,1.4,0.07,3,3,0.2011469813359698,0,Orissa,Kandhamal,0.0,0.5,0.0,-0.5,Child-Favored,Q3 (Medium),25.691647307286168,Moderate,236.3846153846154,0.6153846153846154,237.0,0.15561538461538463,100.0,471,🔴 CRITICAL
Odisha,Kandhamal,2025-12,399.0,0.0,399.0,0.07713415,24.0,164.0,751.0,3636.0,4387.0,0.22905844,27.0,3773.0,2000.0,5773.0,0.36,27.0,2025-12-01,25.4,2484.1042,0.347,0.568,399.0,9.432,1.0,128.61,3.159,14.432,26.0,1.077,0.59,3,3,0.1899528757134378,0,Odisha,Kandhamal,0.0,0.3466550825369244,0.0,-0.3466550825369244,Child-Favored,Q2 (Low),33.45464625131996,Moderate,236.3846153846154,0.6153846153846154,237.0,0.15561538461538463,100.0,472,🔴 CRITICAL
Tamil Nadu,Kanchipuram,2025-12,1.0,0.0,1.0,0.03,1.0,1.0,0.0,6.0,6.0,0.03,5.0,1.0,3.0,4.0,0.03,3.0,2025-12-01,5.0,3.4641016,0.5,0.364,1.0,0.5,1.0,1.0,3.0,2.0,3.0,-0.867,0.06,0,0,0.1992302191568807,0,Tamil Nadu,Kanchipuram,0.46009999999999984,0.5,0.0,-0.5,Child-Favored,Q3 (Medium),62.4983949313622,High,61.0,3.5,64.5,-0.16183333333333336,100.0,473,🔴 CRITICAL
Tamil Nadu,Kancheepuram,2025-12,2205.0,7.0,2212.0,0.10753049,100.0,656.0,3470.0,23185.0,26655.0,0.35710603,106.0,20896.0,12452.0,33348.0,0.47940233,105.0,2025-12-01,27.114,8015.579,0.388,0.556,2205.0,9.472,-0.496,192.32,4.086,15.069,104.0,2.5,0.84,1,1,0.0369480869992103,0,Tamil Nadu,Kancheepuram,0.0,0.38847780126849896,0.00030181520286293276,-0.388175986065636,Child-Favored,Q2 (Low),31.45894403379092,Moderate,1442.5555555555557,7.444444444444445,1450.0,0.1671111111111111,100.0,474,🔴 CRITICAL
Assam,Kamrup Metro,2025-12,510.0,32.0,542.0,0.07486842,38.0,228.0,473.0,6641.0,7114.0,0.21455055,41.0,1358.0,1459.0,2817.0,0.12477839,40.0,2025-12-01,18.289,2236.5056,0.518,0.284,510.0,2.658,-0.55,82.76,6.782,5.188,40.0,2.727,0.34,0,0,0.1907368331092099,0,Assam,Kamrup Metro,0.0,0.5182926829268293,0.00479472580161822,-0.5134979571252111,Child-Favored,Q3 (Medium),24.67937697993664,Low,523.2222222222222,148.55555555555554,671.7777777777778,0.3361111111111111,100.0,475,🔴 CRITICAL
Assam,Kamrup,2025-12,1076.0,44.0,1120.0,0.124270834,46.0,288.0,874.0,11916.0,12790.0,0.35464254,63.0,3406.0,1954.0,5360.0,0.21231812,60.0,2025-12-01,16.191,3366.5088,0.552,0.295,1076.0,3.162,-0.552,106.76,6.13,4.781,56.0,4.182,0.57,0,0,0.1609980419302131,0,Assam,Kamrup,0.0,0.5515120451050743,0.0036786221887802023,-0.5478334229162941,Child-Favored,Q4 (Best),22.91291446673706,Low,1276.5,104.4,1380.9,0.19349999999999998,100.0,476,🔴 CRITICAL
Telangana,Kamareddy,2025-12,236.0,2.0,238.0,0.07281554,20.0,103.0,639.0,4098.0,4737.0,0.308,22.0,1627.0,927.0,2554.0,0.1929647,23.0,2025-12-01,30.506,342.12036,0.269,0.35,236.0,6.865,-0.681,110.47,4.68,10.686,22.0,0.643,0.5,0,0,0.1789117852659368,0,Telangana,Kamareddy,0.0,0.2694063926940639,0.000487685930260912,-0.268918706763803,Child-Favored,Q1 (Worst),44.656399155227035,Moderate,222.88888888888889,0.2222222222222222,223.11111111111111,0.25766666666666665,100.0,477,🔴 CRITICAL
Tamil Nadu,Kallakurichi,2025-12,144.0,10.0,154.0,0.04777778,30.0,99.0,358.0,2394.0,2752.0,0.12612303,39.0,567.0,260.0,827.0,0.07128415,41.0,2025-12-01,23.09,738.35785,0.286,0.231,144.0,3.91,-0.358,32.24,4.779,5.335,37.0,0.267,0.2,0,0,0.1840355117126131,0,Tamil Nadu,Kallakurichi,0.0,0.28628230616302186,0.004158004158004158,-0.2821243020050177,Child-Favored,Q1 (Worst),51.09146779303062,High,114.0,4.222222222222222,118.22222222222223,0.26066666666666666,100.0,478,🔴 CRITICAL
Tamil Nadu,Karur,2025-12,656.0,2.0,658.0,0.096898146,35.0,216.0,833.0,5590.0,6423.0,0.23927084,37.0,4181.0,3277.0,7458.0,0.29952618,38.0,2025-12-01,21.064,2046.726,0.44,0.537,656.0,6.364,-0.578,125.05,3.753,11.317,37.0,0.267,0.54,3,3,0.1975433827357639,0,Tamil Nadu,Karur,0.0,0.44026845637583895,0.00035758984444841767,-0.43991086653139055,Child-Favored,Q3 (Medium),43.32728616684267,Moderate,446.22222222222223,0.3333333333333333,446.55555555555554,0.26911111111111113,100.0,479,🔴 CRITICAL
Haryana,Karnal,2025-12,885.0,3.0,888.0,0.20077465,15.0,142.0,858.0,5962.0,6820.0,0.52472556,15.0,4497.0,6906.0,11403.0,1.0332584,15.0,2025-12-01,20.498,1909.2267,0.507,0.626,885.0,5.076,-0.343,396.15,3.42,12.827,15.0,0.778,1.56,2,2,0.1737807076777694,0,Haryana,Karnal,0.0,0.507454128440367,0.0005028494803888703,-0.506951278959978,Child-Favored,Q3 (Medium),29.73935586061246,Moderate,448.8888888888889,0.8888888888888888,449.77777777777777,0.2952222222222222,100.0,480,🔴 CRITICAL
Telangana,Karimnagar,2025-12,761.0,1.0,762.0,0.060636133,81.0,393.0,1539.0,13171.0,14710.0,0.24429308,84.0,10091.0,6386.0,16477.0,0.301934,84.0,2025-12-01,40.874,6579.154,0.331,0.528,761.0,13.243,1.0,124.75,5.724,21.595,83.0,5.0,0.55,3,3,0.1223790893027502,0,Telangana,Karimnagar,0.0,0.3307257714037375,7.591285204585137e-05,-0.33064985855169166,Child-Favored,Q2 (Low),34.74484688489968,Moderate,358.8888888888889,0.3888888888888889,359.27777777777777,0.22855555555555554,100.0,481,🔴 CRITICAL
Andhra Pradesh,Karimnagar,2025-12,77.0,0.0,77.0,0.031643834,41.0,73.0,232.0,2838.0,3070.0,0.08401037,70.0,788.0,1607.0,2395.0,0.08332967,73.0,2025-12-01,70.064,6569.02,0.248,0.438,77.0,10.103,-0.951,29.54,9.155,30.705,61.0,0.824,0.17,3,3,0.1689429092126998,0,Andhra Pradesh,Karimnagar,0.0,0.24838709677419354,0.0,-0.24838709677419354,Child-Favored,Q1 (Worst),43.33955649419219,Moderate,358.8888888888889,0.3888888888888889,359.27777777777777,0.22855555555555554,100.0,482,🔴 CRITICAL
Assam,Karimganj,2025-12,1521.0,2.0,1523.0,0.19121094,26.0,256.0,1249.0,12183.0,13432.0,0.5925308,28.0,7974.0,2144.0,10118.0,0.5444741,26.0,2025-12-01,15.453,3495.4036,0.549,0.43,1521.0,5.239,-0.62,290.74,4.397,6.639,27.0,1.545,1.14,0,0,0.1490506905897815,0,Assam,Karimganj,0.0,0.5488993143269578,0.00016412276382734285,-0.5487351915631304,Child-Favored,Q4 (Best),23.039535374868002,Low,1582.111111111111,66.0,1648.111111111111,0.3422222222222222,100.0,483,🔴 CRITICAL
Andhra Pradesh,Karim Nagar,2025-12,11.0,0.0,11.0,0.036666665,7.0,9.0,20.0,401.0,421.0,0.06402913,42.0,71.0,275.0,346.0,0.061299436,44.0,2025-12-01,63.917,113.013275,0.344,0.451,11.0,5.917,-0.542,8.16,12.531,28.833,31.0,-0.059,0.13,0,0,0.1690474223455395,0,Andhra Pradesh,Karim Nagar,0.0,0.34375,0.0,-0.34375,Child-Favored,Q2 (Low),56.004825765575504,High,9.11111111111111,0.0,9.11111111111111,0.27311111111111114,100.0,484,🔴 CRITICAL
Ladakh,Kargil,2025-12,133.0,1.0,134.0,0.09042553,7.0,47.0,218.0,529.0,747.0,0.13781609,7.0,197.0,113.0,310.0,0.0784,7.0,2025-12-01,7.83,421.42654,0.378,0.293,133.0,1.47,0.023,48.05,1.506,2.296,7.0,1.0,0.22,0,0,0.1989311747664245,0,Ladakh,Kargil,0.0,0.3778409090909091,0.0018832391713747645,-0.37595766991953433,Child-Favored,Q2 (Low),31.348046462513203,Moderate,46.09090909090909,0.36363636363636365,46.45454545454545,0.15327272727272725,100.0,485,🔴 CRITICAL
Jammu and Kashmir,Kargil,2025-12,151.0,0.0,151.0,0.0962,7.0,50.0,207.0,511.0,718.0,0.1345614,7.0,298.0,191.0,489.0,0.118863635,7.0,2025-12-01,7.941,357.5029,0.421,0.405,151.0,1.961,0.119,54.86,1.423,3.217,7.0,0.333,0.25,0,0,0.1996348584564541,0,Jammu and Kashmir,Kargil,0.0,0.4206128133704735,0.0,-0.4206128133704735,Child-Favored,Q2 (Low),42.54156282998944,Moderate,46.09090909090909,0.36363636363636365,46.45454545454545,0.15327272727272725,100.0,486,🔴 CRITICAL
Assam,Karbi Anglong,2025-12,445.0,43.0,488.0,0.12666667,19.0,123.0,500.0,4467.0,4967.0,0.3061111,30.0,3742.0,3116.0,6858.0,0.5163785,29.0,2025-12-01,24.182,712.2544,0.47,0.58,445.0,8.39,-0.693,149.68,4.767,14.025,26.0,1.455,0.82,0,0,0.1911395077189895,0,Assam,Karbi Anglong,0.0,0.4704016913319239,0.009532254489026823,-0.46086943684289705,Child-Favored,Q3 (Medium),27.26606124604013,Moderate,780.5555555555555,120.22222222222223,900.7777777777778,0.004888888888888893,100.0,487,🔴 CRITICAL
Rajasthan,Karauli,2025-12,1165.0,5.0,1170.0,0.17150685,25.0,219.0,1606.0,9208.0,10814.0,0.54913384,25.0,6726.0,4124.0,10850.0,0.62599283,25.0,2025-12-01,18.5,3372.9634,0.42,0.501,1165.0,5.768,-0.593,285.05,3.324,9.266,25.0,0.625,1.18,3,3,0.1657830684102426,0,Rajasthan,Karauli,0.0,0.4202741702741703,0.0005426524853483829,-0.4197315177888219,Child-Favored,Q2 (Low),37.08606124604013,Moderate,947.4444444444445,12.11111111111111,959.5555555555555,0.37855555555555553,100.0,488,🔴 CRITICAL
Puducherry,Karaikal,2025-12,55.0,3.0,58.0,0.0445,8.0,40.0,208.0,1038.0,1246.0,0.19196172,8.0,671.0,798.0,1469.0,0.2596154,8.0,2025-12-01,46.017,534.0852,0.208,0.541,55.0,11.982,0.349,108.6,3.943,24.898,8.0,0.286,0.45,0,0,0.1873711667049099,0,Puducherry,Karaikal,0.0,0.20833333333333334,0.0028790786948176585,-0.2054542546385157,Child-Favored,Q1 (Worst),55.33777191129884,High,39.642857142857146,0.8571428571428571,40.5,0.22628571428571428,100.0,489,🔴 CRITICAL
Puducherry,Karaikal,2025-12,17.0,0.0,17.0,0.04,7.0,13.0,7.0,268.0,275.0,0.06425373,8.0,31.0,501.0,532.0,0.111776315,8.0,2025-12-01,44.833,507.25766,0.68,0.658,17.0,1.722,-0.813,33.62,10.72,29.556,8.0,0.8,0.18,0,0,0.1772818913190949,0,Pondicherry,Karaikal,0.0,0.68,0.0,-0.68,Child-Favored,Q4 (Best),21.420263991552268,Low,39.642857142857146,0.8571428571428571,40.5,0.22628571428571428,100.0,490,🔴 CRITICAL
Punjab,Kapurthala,2025-12,179.0,160.0,339.0,0.11208333,22.0,96.0,212.0,3652.0,3864.0,0.23430188,25.0,3859.0,3042.0,6901.0,0.42414123,25.0,2025-12-01,31.662,661.821,0.457,0.641,179.0,21.439,-0.333,147.47,9.724,20.297,24.0,1.083,0.66,0,0,0.1898951932836745,0,Punjab,Kapurthala,0.0,0.45663265306122447,0.04196170993968004,-0.4146709431215444,Child-Favored,Q3 (Medium),28.15302006335797,Moderate,279.22222222222223,134.77777777777777,414.0,0.09588888888888888,100.0,491,🔴 CRITICAL
Tamil Nadu,Kanyakumari,2025-12,320.0,0.0,320.0,0.043733332,61.0,225.0,662.0,3143.0,3805.0,0.09266972,68.0,4293.0,746.0,5039.0,0.13297608,68.0,2025-12-01,27.551,802.9062,0.326,0.57,320.0,13.374,-0.54,44.67,3.197,15.698,66.0,1.233,0.23,0,0,0.1808388146284475,0,Tamil Nadu,Kanyakumari,0.0,0.32553407934893186,0.0,-0.32553407934893186,Child-Favored,Q2 (Low),34.572787750791974,Moderate,220.88888888888889,1.8888888888888888,222.77777777777777,0.2733333333333333,100.0,492,🔴 CRITICAL
Uttar Pradesh,Kanpur Nagar,2025-12,2406.0,45.0,2451.0,0.21333334,44.0,369.0,2699.0,38705.0,41404.0,1.0667492,49.0,9186.0,9461.0,18647.0,0.61405516,49.0,2025-12-01,24.491,14606.604,0.471,0.311,2406.0,3.816,-0.577,419.94,7.589,7.605,47.0,2.429,1.68,0,0,0.0369229142144672,0,Uttar Pradesh,Kanpur Nagar,0.0,0.4712103407755582,0.0011612603545714949,-0.4700490804209867,Child-Favored,Q3 (Medium),27.22585005279831,Moderate,2670.3333333333335,75.0,2745.3333333333335,0.3164444444444444,100.0,493,🔴 CRITICAL
Rajasthan,Khairthal-Tijara,2025-12,0.0,0.0,0.0,0.0,0.0,0.0,68.0,864.0,932.0,0.1534359,11.0,4.0,11.0,15.0,0.03214286,5.0,2025-12-01,947.0,570.6352,0.0,0.016,0.0,4.0,0.0,55.71,12.522,15.0,5.0,-0.625,0.19,0,0,0.1885735877784657,0,Rajasthan,Khairthal-Tijara,0.0,0.0,0.0,0.0,Balanced,Q1 (Worst),112.5,,0.0,0.0,0.0,0.0,100.0,494,🔴 CRITICAL
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-12,49.0,0.0,49.0,0.07,4.0,22.0,246.0,1659.0,1905.0,0.479375,5.0,15.0,54.0,69.0,0.04840909,4.0,2025-12-01,39.48,699.87164,0.166,0.035,49.0,0.3,-0.183,141.0,5.605,1.38,4.0,-0.167,0.53,0,0,0.1698099836730255,0,Chhattisgarh,Khairagarh Chhuikhadan Gandai,0.0,0.16554054054054054,0.0,-0.16554054054054054,Child-Favored,Q1 (Worst),66.2906863780359,High,41.0,0.0,41.0,0.30283333333333334,100.0,495,🔴 CRITICAL
Bihar,Khagaria,2025-12,1989.0,10.0,1999.0,0.44441378,15.0,145.0,2105.0,15159.0,17264.0,1.28612,15.0,6585.0,5329.0,11914.0,1.1171511,15.0,2025-12-01,14.589,4593.6416,0.486,0.408,1989.0,3.309,-0.335,634.3,3.704,5.957,15.0,0.143,2.4,2,2,0.1184171464123089,0,Bihar,Khagaria,0.0,0.4857142857142857,0.0006591957811470006,-0.48505508993313873,Child-Favored,Q3 (Medium),43.30216473072861,Moderate,903.0,7.666666666666667,910.6666666666666,0.2961111111111111,100.0,496,🔴 CRITICAL
Odisha,Kendujhar,2025-12,19.0,0.0,19.0,0.031666666,11.0,18.0,6.0,84.0,90.0,0.05148148,12.0,12.0,56.0,68.0,0.047272727,13.0,2025-12-01,7.9,5976.154,0.731,0.428,19.0,0.6,-0.978,4.27,3.231,3.4,12.0,1.6,0.1,2,2,0.1978090369985282,0,Orissa,Kendujhar,0.0,0.7307692307692307,0.0,-0.7307692307692307,Child-Favored,Q4 (Best),13.700263991552273,Low,386.5,1.0714285714285714,387.57142857142856,0.14500000000000002,100.0,497,🔴 CRITICAL
